buyer_id;gender;age;age_group;employment_status;housing_status;country;brand;sneaker_price_usd;purchase_channel;purchase_season;reason_for_purchase;discount_used;comfort_rating;durability_rating;repurchase_intent
8583;Male;49;Adult;Unemployed;Home Owner;USA;Crocs;316;Retail Store;Summer;Sports;No;5;1;No
8584;Male;34;Adult;Student;Renter;USA;Balenciaga;312;Retail Store;Winter;Fashion;No;3;4;Yes
8585;Male;67;Adult;Self-employed;Renter;Canada;Crocs;395;Retail Store;Summer;Work;Yes;1;4;Yes
8586;Female;23;Adult;Unemployed;Home Owner;USA;Puma;48;Online;Winter;Fashion;No;1;4;No
8587;Female;44;Youth;Self-employed;Renter;France;Adidas;281;Online;Winter;Sports;Yes;4;2;No
8588;Male;47;Adult;Unemployed;Home Owner;Nigeria;Vans;423;Online;Winter;Work;Yes;5;2;Yes
8589;Female;43;Senior;Unemployed;Renter;UK;Puma;253;Retail Store;Spring;Fashion;No;3;3;Yes
8590;Female;57;Adult;Employed;Home Owner;Japan;ASICS;263;Retail Store;Summer;Fashion;No;3;2;Yes
8591;Female;65;Senior;Self-employed;Renter;Italy;Under Armour;226;Online;Winter;Sports;No;3;5;Yes
8592;Male;20;Adult;Unemployed;Homeless;Japan;ASICS;364;Online;Winter;Fashion;No;5;5;Yes
8593;Female;32;Adult;Self-employed;Renter;Japan;Nike;161;Online;Summer;Sports;No;2;4;Yes
8594;Male;54;Adult;Employed;Home Owner;China;New Balance;235;Retail Store;Winter;Sports;No;4;3;Yes
8595;Male;46;Adult;Unemployed;Home Owner;China;Crocs;228;Online;Autumn;Comfort;No;2;5;Yes
8596;Male;16;Adult;Employed;Home Owner;Japan;New Balance;300;Retail Store;Spring;Fashion;No;4;1;Yes
8597;Male;30;Youth;Unemployed;Home Owner;China;Vans;46;Retail Store;Spring;Work;Yes;1;2;Yes
8598;Male;63;Adult;Employed;Renter;Nigeria;Nike;398;Retail Store;Spring;Comfort;Yes;1;4;No
8599;Female;16;Senior;Employed;Renter;Italy;ASICS;429;Retail Store;Winter;Sports;Yes;5;2;No
8600;Male;32;Adult;Student;Home Owner;Japan;ASICS;196;Retail Store;Spring;Fashion;No;4;3;Yes
8601;Male;21;Youth;Unemployed;Home Owner;Brazil;Under Armour;67;Online;Autumn;Fashion;Yes;2;4;No
8602;Male;28;Youth;Unemployed;Renter;China;Nike;352;Retail Store;Autumn;Sports;Yes;1;4;Yes
8603;Female;38;Senior;Unemployed;Home Owner;France;Under Armour;358;Retail Store;Summer;Work;Yes;5;2;No
8604;Female;50;Youth;Self-employed;Renter;Brazil;Crocs;250;Online;Winter;Comfort;No;1;4;No
8605;Female;37;Adult;Student;Home Owner;China;Puma;88;Retail Store;Spring;Sports;No;2;4;Yes
8606;Female;16;Youth;Self-employed;Home Owner;Germany;ASICS;307;Online;Autumn;Fashion;Yes;4;1;Yes
8607;Male;53;Adult;Unemployed;Renter;Canada;Puma;212;Retail Store;Autumn;Sports;No;3;4;Yes
8608;Male;57;Adult;Student;Home Owner;Italy;Puma;397;Online;Winter;Comfort;Yes;1;2;No
8609;Female;53;Youth;Employed;Renter;Italy;Adidas;250;Online;Spring;Sports;No;4;5;Yes
8610;Female;50;Adult;Student;Home Owner;Nigeria;Vans;340;Retail Store;Summer;Sports;No;1;4;Yes
8611;Female;65;Adult;Employed;Home Owner;Italy;Under Armour;428;Retail Store;Summer;Work;No;4;3;Yes
8612;Female;31;Adult;Unemployed;Renter;USA;Crocs;104;Retail Store;Winter;Fashion;No;2;4;Yes
8613;Male;26;Adult;Unemployed;Renter;India;New Balance;202;Online;Autumn;Sports;No;3;4;Yes
8614;Female;33;Senior;Employed;Renter;China;Crocs;406;Online;Autumn;Fashion;No;1;4;No
8615;Female;27;Adult;Student;Homeless;France;ASICS;150;Online;Winter;Work;No;5;1;Yes
8616;Female;15;Youth;Self-employed;Home Owner;Italy;Nike;198;Retail Store;Winter;Comfort;No;5;3;No
8617;Female;49;Youth;Student;Homeless;USA;New Balance;285;Retail Store;Winter;Sports;Yes;1;2;Yes
8618;Female;65;Adult;Employed;Home Owner;Germany;Nike;331;Online;Spring;Work;Yes;4;4;Yes
8619;Female;62;Senior;Employed;Home Owner;Germany;Balenciaga;138;Retail Store;Spring;Work;No;4;2;No
8620;Female;58;Adult;Self-employed;Renter;Brazil;Under Armour;228;Online;Summer;Work;No;1;1;Yes
8621;Male;28;Youth;Self-employed;Home Owner;China;Vans;51;Retail Store;Winter;Fashion;No;4;4;Yes
8622;Male;26;Adult;Self-employed;Renter;Brazil;New Balance;286;Retail Store;Winter;Fashion;No;1;1;No
8623;Male;21;Adult;Employed;Home Owner;India;Vans;249;Retail Store;Autumn;Work;No;2;1;No
8624;Male;59;Adult;Unemployed;Home Owner;Japan;Crocs;259;Retail Store;Summer;Work;No;3;5;Yes
8625;Male;19;Youth;Student;Home Owner;Canada;ASICS;308;Online;Summer;Sports;No;4;5;Yes
8626;Male;26;Youth;Self-employed;Home Owner;Nigeria;New Balance;79;Retail Store;Winter;Sports;No;3;5;Yes
8627;Female;18;Adult;Employed;Home Owner;Brazil;Adidas;440;Retail Store;Summer;Fashion;Yes;2;3;Yes
8628;Female;33;Youth;Student;Home Owner;Germany;Crocs;112;Online;Summer;Work;No;5;1;Yes
8629;Male;27;Senior;Self-employed;Renter;Japan;New Balance;398;Retail Store;Autumn;Fashion;No;2;2;Yes
8630;Female;64;Youth;Unemployed;Homeless;Japan;Vans;445;Online;Summer;Work;Yes;2;5;Yes
8631;Male;20;Adult;Student;Home Owner;Japan;Adidas;95;Retail Store;Winter;Comfort;No;4;3;No
8632;Female;46;Adult;Student;Home Owner;Brazil;Balenciaga;357;Online;Autumn;Comfort;Yes;5;4;Yes
8633;Female;52;Adult;Employed;Home Owner;Germany;Balenciaga;96;Online;Winter;Comfort;Yes;3;5;No
8634;Female;13;Senior;Employed;Home Owner;UK;Under Armour;182;Online;Autumn;Sports;No;5;4;Yes
8635;Female;44;Adult;Employed;Home Owner;India;Crocs;388;Online;Spring;Work;Yes;2;4;Yes
8636;Female;61;Senior;Unemployed;Home Owner;USA;Crocs;415;Retail Store;Winter;Work;Yes;5;4;No
8637;Female;63;Youth;Student;Renter;Japan;Adidas;93;Retail Store;Summer;Sports;No;4;5;No
8638;Male;17;Youth;Self-employed;Home Owner;Japan;Adidas;183;Online;Summer;Comfort;No;4;1;Yes
8639;Male;42;Youth;Unemployed;Home Owner;UK;Vans;251;Online;Autumn;Sports;Yes;2;3;Yes
8640;Female;34;Adult;Self-employed;Renter;Canada;ASICS;271;Online;Summer;Work;No;1;3;Yes
8641;Male;32;Adult;Self-employed;Renter;USA;New Balance;447;Retail Store;Summer;Sports;No;5;1;Yes
8642;Female;28;Senior;Employed;Home Owner;Italy;New Balance;119;Online;Summer;Sports;No;3;5;No
8643;Male;19;Adult;Self-employed;Renter;India;Vans;410;Retail Store;Spring;Sports;Yes;2;1;No
8644;Female;19;Senior;Self-employed;Home Owner;India;Nike;247;Online;Winter;Comfort;No;1;4;No
8645;Male;62;Adult;Unemployed;Renter;China;ASICS;417;Retail Store;Autumn;Sports;No;5;4;Yes
8646;Female;62;Adult;Employed;Renter;France;Puma;448;Retail Store;Autumn;Comfort;No;1;5;Yes
8647;Male;14;Adult;Self-employed;Home Owner;Japan;Under Armour;166;Online;Winter;Comfort;No;2;3;Yes
8648;Female;59;Youth;Self-employed;Renter;UK;Nike;222;Online;Spring;Sports;No;5;1;No
8649;Male;26;Senior;Self-employed;Renter;India;Nike;407;Online;Winter;Sports;No;1;1;Yes
8650;Female;43;Youth;Student;Renter;China;Adidas;424;Retail Store;Autumn;Comfort;Yes;1;1;No
8651;Female;62;Adult;Student;Renter;France;Vans;162;Online;Summer;Sports;No;4;3;No
8652;Female;53;Adult;Employed;Home Owner;Germany;Vans;217;Online;Summer;Work;No;2;1;Yes
8653;Male;26;Senior;Unemployed;Renter;Germany;Balenciaga;280;Online;Summer;Comfort;Yes;3;1;Yes
8654;Male;17;Adult;Employed;Renter;Canada;ASICS;155;Online;Spring;Fashion;No;2;5;No
8655;Male;23;Adult;Student;Home Owner;UK;Puma;366;Online;Spring;Fashion;No;2;3;Yes
8656;Female;52;Adult;Employed;Home Owner;Italy;Crocs;269;Online;Spring;Comfort;Yes;4;1;Yes
8657;Male;17;Youth;Unemployed;Renter;UK;Vans;387;Retail Store;Summer;Fashion;Yes;3;2;No
8658;Female;41;Adult;Employed;Renter;Canada;Adidas;195;Retail Store;Autumn;Work;Yes;4;5;Yes
8659;Male;23;Youth;Self-employed;Home Owner;Canada;Adidas;199;Online;Spring;Comfort;No;2;1;Yes
8660;Male;17;Adult;Unemployed;Home Owner;Germany;Puma;127;Retail Store;Winter;Comfort;Yes;1;5;Yes
8661;Male;61;Youth;Unemployed;Homeless;Germany;Nike;47;Retail Store;Summer;Sports;No;1;4;Yes
8662;Male;66;Senior;Unemployed;Home Owner;Brazil;Balenciaga;339;Retail Store;Summer;Work;No;2;1;Yes
8663;Female;44;Adult;Employed;Home Owner;Canada;Nike;135;Online;Summer;Fashion;Yes;5;1;No
8664;Male;48;Senior;Employed;Renter;France;Vans;67;Online;Summer;Fashion;Yes;2;1;No
8665;Male;27;Youth;Self-employed;Home Owner;UK;New Balance;163;Online;Autumn;Sports;Yes;2;3;Yes
8666;Female;31;Adult;Unemployed;Renter;Germany;Under Armour;407;Online;Summer;Comfort;No;5;5;Yes
8667;Female;34;Adult;Self-employed;Renter;China;Balenciaga;234;Online;Summer;Work;No;5;1;Yes
8668;Male;46;Adult;Unemployed;Homeless;China;Nike;174;Retail Store;Autumn;Work;Yes;4;1;Yes
8669;Male;68;Senior;Student;Home Owner;China;ASICS;173;Retail Store;Winter;Sports;Yes;1;5;No
8670;Female;29;Senior;Employed;Renter;Germany;Crocs;84;Online;Winter;Fashion;No;5;3;Yes
8671;Female;24;Youth;Self-employed;Home Owner;Italy;Vans;53;Online;Autumn;Comfort;No;2;2;Yes
8672;Female;37;Senior;Employed;Home Owner;Canada;Puma;212;Retail Store;Summer;Work;No;3;4;No
8673;Male;68;Adult;Employed;Home Owner;France;Under Armour;226;Online;Spring;Comfort;Yes;3;5;Yes
8674;Male;29;Senior;Student;Home Owner;USA;ASICS;122;Online;Spring;Sports;No;4;5;No
8675;Male;22;Adult;Student;Home Owner;Germany;Nike;213;Retail Store;Summer;Comfort;No;3;2;Yes
8676;Female;40;Senior;Unemployed;Renter;Germany;Puma;354;Online;Autumn;Fashion;No;1;1;No
8677;Female;69;Senior;Student;Renter;USA;ASICS;384;Retail Store;Summer;Work;No;2;2;No
8678;Female;30;Youth;Unemployed;Renter;Brazil;Nike;332;Online;Summer;Work;Yes;3;1;No
8679;Male;63;Adult;Student;Renter;France;New Balance;121;Retail Store;Autumn;Fashion;Yes;1;1;Yes
8680;Female;30;Youth;Student;Home Owner;Italy;Nike;104;Online;Autumn;Fashion;No;3;1;No
8681;Male;57;Adult;Self-employed;Home Owner;Germany;Balenciaga;392;Online;Spring;Comfort;No;2;3;No
8682;Female;44;Adult;Student;Home Owner;France;Crocs;80;Online;Spring;Sports;Yes;4;2;Yes
8683;Male;26;Adult;Self-employed;Home Owner;USA;Adidas;378;Retail Store;Summer;Work;No;1;3;No
8684;Male;68;Adult;Student;Home Owner;France;Puma;136;Online;Autumn;Fashion;No;5;3;No
8685;Female;28;Adult;Self-employed;Renter;UK;Puma;310;Online;Winter;Comfort;No;5;2;Yes
8686;Male;62;Youth;Employed;Home Owner;Japan;Balenciaga;276;Online;Summer;Work;No;3;2;Yes
8687;Female;30;Youth;Unemployed;Renter;Nigeria;Vans;382;Online;Winter;Sports;Yes;5;1;Yes
8688;Male;28;Adult;Student;Home Owner;UK;Nike;206;Retail Store;Summer;Comfort;Yes;1;5;Yes
8689;Female;29;Youth;Self-employed;Home Owner;India;ASICS;233;Online;Autumn;Fashion;No;5;5;No
8690;Female;19;Youth;Student;Home Owner;UK;Puma;372;Online;Spring;Work;No;1;4;Yes
8691;Male;24;Adult;Self-employed;Renter;France;ASICS;323;Online;Summer;Comfort;No;5;1;Yes
8692;Female;46;Youth;Self-employed;Home Owner;France;Puma;179;Online;Autumn;Fashion;Yes;4;2;Yes
8693;Male;22;Youth;Student;Home Owner;China;Adidas;308;Online;Spring;Fashion;No;3;5;No
8694;Female;17;Youth;Unemployed;Home Owner;USA;Under Armour;42;Online;Spring;Fashion;Yes;1;4;Yes
8695;Female;33;Senior;Self-employed;Renter;China;ASICS;102;Online;Autumn;Work;No;4;5;Yes
8696;Female;15;Youth;Employed;Renter;Canada;Balenciaga;68;Online;Autumn;Fashion;No;3;3;Yes
8697;Female;31;Senior;Student;Home Owner;USA;Vans;410;Retail Store;Autumn;Comfort;Yes;4;1;Yes
8698;Male;57;Youth;Employed;Home Owner;Brazil;Crocs;103;Retail Store;Winter;Work;Yes;5;1;Yes
8699;Female;56;Senior;Self-employed;Home Owner;Germany;Nike;133;Retail Store;Winter;Comfort;No;1;3;No
8700;Female;47;Adult;Self-employed;Home Owner;Brazil;Vans;371;Online;Summer;Sports;No;2;4;No
8701;Male;18;Adult;Student;Homeless;Brazil;Under Armour;380;Online;Summer;Sports;No;4;2;No
8702;Male;26;Senior;Unemployed;Home Owner;Japan;Adidas;165;Retail Store;Autumn;Sports;Yes;2;2;Yes
8703;Male;16;Adult;Employed;Home Owner;Japan;Adidas;361;Retail Store;Summer;Sports;No;1;3;Yes
8704;Male;57;Senior;Unemployed;Home Owner;Italy;ASICS;411;Online;Summer;Fashion;No;5;3;Yes
8705;Male;63;Adult;Employed;Renter;Germany;Nike;217;Retail Store;Winter;Work;No;5;1;Yes
8706;Male;30;Adult;Unemployed;Renter;China;Under Armour;247;Retail Store;Autumn;Fashion;Yes;2;5;No
8707;Female;41;Adult;Student;Home Owner;China;Balenciaga;391;Online;Summer;Comfort;No;3;4;Yes
8708;Male;47;Senior;Employed;Renter;China;New Balance;259;Online;Autumn;Comfort;Yes;2;4;Yes
8709;Female;64;Adult;Student;Home Owner;India;Puma;184;Online;Summer;Sports;No;2;5;Yes
8710;Male;50;Youth;Unemployed;Renter;USA;Vans;160;Retail Store;Winter;Comfort;No;2;2;No
8711;Female;28;Adult;Unemployed;Home Owner;USA;ASICS;95;Retail Store;Autumn;Comfort;No;2;4;Yes
8712;Female;32;Senior;Unemployed;Home Owner;UK;Adidas;153;Online;Summer;Work;No;1;1;Yes
8713;Female;36;Adult;Student;Renter;Japan;Balenciaga;250;Retail Store;Spring;Comfort;No;1;3;Yes
8714;Male;47;Senior;Self-employed;Renter;Nigeria;Vans;46;Online;Winter;Fashion;Yes;2;5;Yes
8715;Male;56;Youth;Self-employed;Renter;UK;New Balance;335;Online;Spring;Sports;No;2;2;Yes
8716;Male;63;Adult;Employed;Home Owner;France;Adidas;296;Online;Autumn;Sports;No;5;5;Yes
8717;Male;31;Adult;Student;Home Owner;Nigeria;Adidas;209;Retail Store;Winter;Comfort;No;4;5;No
8718;Female;68;Youth;Student;Home Owner;UK;ASICS;203;Online;Winter;Comfort;No;1;5;No
8719;Male;16;Adult;Student;Renter;France;ASICS;408;Online;Summer;Fashion;No;3;1;Yes
8720;Female;45;Adult;Unemployed;Home Owner;Canada;Balenciaga;334;Online;Autumn;Fashion;No;3;2;No
8721;Female;14;Youth;Student;Renter;USA;New Balance;416;Retail Store;Spring;Comfort;No;3;3;Yes
8722;Male;25;Adult;Self-employed;Home Owner;India;Nike;168;Online;Spring;Fashion;No;4;1;Yes
8723;Male;57;Youth;Employed;Home Owner;Japan;ASICS;279;Online;Spring;Work;No;5;4;Yes
8724;Male;42;Adult;Self-employed;Renter;Japan;Nike;255;Retail Store;Winter;Fashion;No;4;5;No
8725;Female;46;Adult;Student;Home Owner;Canada;Crocs;230;Retail Store;Spring;Comfort;Yes;2;4;Yes
8726;Male;42;Youth;Employed;Home Owner;India;Balenciaga;113;Retail Store;Winter;Comfort;No;5;5;Yes
8727;Female;63;Adult;Employed;Renter;Canada;Adidas;370;Retail Store;Spring;Fashion;No;5;5;No
8728;Male;66;Youth;Student;Home Owner;China;Balenciaga;397;Online;Summer;Work;Yes;2;2;Yes
8729;Female;36;Senior;Student;Renter;USA;Balenciaga;381;Online;Autumn;Work;No;3;3;Yes
8730;Male;60;Adult;Self-employed;Home Owner;Canada;Nike;351;Online;Autumn;Comfort;Yes;3;1;No
8731;Male;56;Senior;Self-employed;Renter;China;Balenciaga;296;Online;Summer;Sports;No;1;1;Yes
8732;Female;45;Adult;Unemployed;Home Owner;India;Crocs;80;Retail Store;Summer;Fashion;No;3;3;No
8733;Male;53;Senior;Unemployed;Home Owner;Brazil;Adidas;178;Retail Store;Winter;Fashion;Yes;4;5;No
8734;Male;61;Youth;Unemployed;Renter;France;Crocs;301;Online;Autumn;Fashion;Yes;5;4;Yes
8735;Male;22;Youth;Student;Home Owner;Italy;Crocs;231;Online;Spring;Work;Yes;1;2;No
8736;Male;30;Adult;Student;Home Owner;Germany;Nike;276;Online;Summer;Sports;No;1;1;No
8737;Male;31;Youth;Unemployed;Home Owner;Japan;ASICS;248;Online;Summer;Fashion;No;3;1;Yes
8738;Male;19;Adult;Unemployed;Homeless;Japan;Balenciaga;117;Online;Winter;Comfort;Yes;1;5;No
8739;Male;69;Adult;Self-employed;Home Owner;UK;Crocs;391;Retail Store;Winter;Work;No;1;4;Yes
8740;Female;31;Adult;Unemployed;Home Owner;Germany;New Balance;443;Online;Autumn;Sports;Yes;2;1;No
8741;Female;36;Senior;Unemployed;Home Owner;Canada;Nike;412;Retail Store;Spring;Sports;No;3;3;Yes
8742;Male;27;Senior;Employed;Renter;Brazil;Vans;299;Retail Store;Summer;Work;No;3;2;Yes
8743;Male;53;Adult;Unemployed;Home Owner;UK;ASICS;290;Retail Store;Summer;Sports;Yes;5;4;Yes
8744;Male;54;Adult;Employed;Home Owner;India;Balenciaga;86;Retail Store;Winter;Work;No;4;2;Yes
8745;Female;35;Senior;Unemployed;Home Owner;France;Puma;445;Retail Store;Spring;Sports;No;1;2;Yes
8746;Female;64;Senior;Employed;Renter;UK;ASICS;388;Online;Summer;Comfort;No;1;2;No
8747;Male;64;Youth;Unemployed;Home Owner;Canada;Nike;337;Online;Autumn;Sports;Yes;4;3;Yes
8748;Female;16;Adult;Self-employed;Home Owner;China;Crocs;140;Online;Winter;Fashion;No;4;3;Yes
8749;Male;50;Youth;Student;Home Owner;UK;Under Armour;330;Retail Store;Winter;Sports;Yes;1;3;No
8750;Male;16;Senior;Employed;Home Owner;Canada;New Balance;192;Retail Store;Autumn;Work;Yes;4;2;No
8751;Male;17;Youth;Student;Renter;Brazil;ASICS;154;Retail Store;Winter;Work;No;2;3;Yes
8752;Male;53;Adult;Self-employed;Renter;India;Balenciaga;426;Online;Winter;Sports;No;4;5;Yes
8753;Female;56;Adult;Unemployed;Home Owner;China;Under Armour;346;Online;Spring;Sports;Yes;3;2;Yes
8754;Female;35;Senior;Unemployed;Home Owner;USA;Balenciaga;307;Online;Autumn;Sports;No;1;5;No
8755;Male;52;Adult;Self-employed;Renter;UK;Vans;181;Online;Summer;Fashion;No;1;1;Yes
8756;Female;65;Youth;Student;Home Owner;UK;New Balance;327;Online;Winter;Fashion;Yes;4;4;Yes
8757;Female;49;Adult;Student;Home Owner;Canada;Nike;345;Retail Store;Autumn;Sports;Yes;5;1;No
8758;Male;23;Senior;Student;Home Owner;Nigeria;Puma;107;Retail Store;Spring;Sports;No;2;2;Yes
8759;Female;67;Adult;Student;Home Owner;China;Nike;324;Online;Autumn;Fashion;Yes;3;5;Yes
8760;Male;23;Adult;Employed;Home Owner;India;Puma;70;Online;Summer;Sports;No;4;5;Yes
8761;Male;25;Adult;Student;Home Owner;Germany;Crocs;63;Online;Summer;Fashion;No;5;4;Yes
8762;Male;26;Adult;Employed;Homeless;Brazil;Under Armour;50;Online;Winter;Comfort;No;4;2;Yes
8763;Male;20;Adult;Self-employed;Renter;Italy;Crocs;166;Online;Autumn;Work;Yes;1;2;Yes
8764;Female;37;Youth;Unemployed;Home Owner;Italy;Balenciaga;325;Retail Store;Winter;Comfort;No;3;3;Yes
8765;Male;30;Adult;Employed;Renter;Japan;Vans;314;Retail Store;Spring;Work;Yes;4;2;Yes
8766;Female;63;Senior;Student;Renter;China;Puma;203;Retail Store;Spring;Sports;No;1;1;Yes
8767;Male;56;Youth;Unemployed;Home Owner;Italy;Under Armour;301;Online;Winter;Comfort;Yes;2;5;Yes
8768;Male;56;Adult;Employed;Home Owner;Brazil;ASICS;169;Retail Store;Autumn;Work;No;1;5;No
8769;Female;30;Adult;Unemployed;Home Owner;Canada;Crocs;270;Retail Store;Spring;Comfort;No;4;3;Yes
8770;Male;22;Youth;Self-employed;Home Owner;China;Under Armour;419;Retail Store;Summer;Fashion;No;4;2;Yes
8771;Female;19;Adult;Student;Home Owner;Canada;Vans;314;Retail Store;Winter;Fashion;No;2;4;Yes
8772;Female;62;Adult;Self-employed;Home Owner;France;Vans;279;Retail Store;Spring;Comfort;Yes;4;3;Yes
8773;Male;56;Youth;Unemployed;Home Owner;Nigeria;Adidas;79;Online;Autumn;Sports;Yes;5;1;Yes
8774;Male;26;Adult;Self-employed;Home Owner;USA;Under Armour;185;Online;Summer;Sports;Yes;2;1;Yes
8775;Male;27;Adult;Student;Home Owner;Nigeria;Balenciaga;400;Online;Winter;Sports;No;3;3;Yes
8776;Male;28;Youth;Employed;Renter;Italy;New Balance;331;Retail Store;Summer;Comfort;Yes;1;3;Yes
8777;Male;14;Adult;Self-employed;Home Owner;USA;ASICS;351;Online;Winter;Comfort;Yes;3;5;No
8778;Male;42;Adult;Student;Home Owner;China;Adidas;347;Retail Store;Winter;Sports;Yes;2;3;No
8779;Female;42;Adult;Unemployed;Renter;USA;New Balance;349;Online;Autumn;Comfort;Yes;5;5;Yes
8780;Female;30;Youth;Self-employed;Renter;Germany;Puma;351;Online;Spring;Work;No;2;1;Yes
8781;Male;43;Adult;Employed;Renter;France;Nike;412;Retail Store;Spring;Sports;Yes;5;1;Yes
8782;Female;56;Youth;Self-employed;Home Owner;USA;Adidas;157;Online;Winter;Work;Yes;4;1;No
8783;Female;60;Youth;Unemployed;Renter;Japan;ASICS;153;Retail Store;Summer;Fashion;No;2;5;Yes
8784;Male;25;Senior;Unemployed;Renter;Canada;Nike;59;Online;Summer;Fashion;Yes;3;3;Yes
8785;Male;32;Youth;Unemployed;Home Owner;UK;Puma;268;Online;Autumn;Sports;Yes;1;2;Yes
8786;Female;61;Youth;Self-employed;Renter;China;ASICS;40;Retail Store;Spring;Comfort;No;2;2;Yes
8787;Male;62;Senior;Self-employed;Home Owner;France;Adidas;318;Retail Store;Summer;Fashion;No;1;4;Yes
8788;Female;47;Adult;Self-employed;Home Owner;India;ASICS;333;Retail Store;Spring;Sports;No;2;4;Yes
8789;Male;35;Youth;Employed;Home Owner;Brazil;Crocs;59;Retail Store;Autumn;Sports;No;2;5;No
8790;Female;54;Senior;Student;Renter;UK;Puma;299;Online;Winter;Comfort;No;2;3;Yes
8791;Female;45;Youth;Self-employed;Homeless;China;Nike;282;Online;Summer;Comfort;No;4;1;Yes
8792;Female;50;Adult;Employed;Home Owner;China;Balenciaga;419;Online;Autumn;Fashion;No;3;2;No
8793;Female;47;Youth;Unemployed;Renter;India;Puma;141;Retail Store;Spring;Work;No;4;4;No
8794;Male;63;Adult;Self-employed;Homeless;USA;ASICS;236;Retail Store;Spring;Sports;No;3;3;No
8795;Male;48;Adult;Self-employed;Renter;Nigeria;ASICS;429;Online;Winter;Sports;No;1;2;No
8796;Female;32;Youth;Self-employed;Renter;Germany;New Balance;230;Retail Store;Winter;Sports;No;4;3;Yes
8797;Female;67;Adult;Employed;Home Owner;USA;Puma;385;Online;Summer;Fashion;No;1;1;No
8798;Male;15;Adult;Self-employed;Home Owner;Brazil;Under Armour;168;Retail Store;Summer;Fashion;No;2;5;Yes
8799;Male;20;Adult;Self-employed;Home Owner;Nigeria;Vans;167;Online;Autumn;Fashion;No;4;2;Yes
8800;Female;52;Senior;Student;Homeless;France;Under Armour;153;Online;Summer;Sports;No;4;2;Yes
8801;Female;44;Adult;Employed;Renter;Germany;Puma;246;Retail Store;Winter;Comfort;No;2;3;No
8802;Female;41;Adult;Student;Renter;Japan;Adidas;375;Online;Spring;Sports;No;5;3;Yes
8803;Female;19;Adult;Student;Home Owner;UK;Puma;382;Online;Winter;Comfort;Yes;1;3;Yes
8804;Female;14;Adult;Student;Renter;Italy;Vans;144;Online;Summer;Work;No;3;1;No
8805;Male;33;Adult;Student;Renter;Brazil;Adidas;253;Online;Spring;Work;No;3;2;No
8806;Female;18;Adult;Unemployed;Home Owner;Brazil;Nike;236;Online;Winter;Fashion;No;3;5;Yes
8807;Male;40;Adult;Self-employed;Renter;Germany;Puma;210;Retail Store;Summer;Sports;No;4;5;No
8808;Male;60;Senior;Student;Home Owner;India;Crocs;300;Retail Store;Winter;Comfort;No;3;5;Yes
8809;Male;54;Adult;Employed;Home Owner;Japan;Puma;361;Retail Store;Winter;Sports;Yes;3;3;Yes
8810;Female;48;Youth;Self-employed;Home Owner;Italy;Crocs;305;Online;Winter;Sports;Yes;2;1;Yes
8811;Male;44;Adult;Student;Home Owner;Canada;Puma;413;Online;Winter;Sports;Yes;1;3;No
8812;Male;57;Adult;Student;Home Owner;China;Puma;203;Online;Winter;Work;No;4;5;Yes
8813;Male;54;Senior;Employed;Home Owner;India;Crocs;277;Retail Store;Winter;Sports;Yes;2;1;Yes
8814;Male;65;Adult;Unemployed;Home Owner;Canada;New Balance;202;Retail Store;Winter;Fashion;No;2;3;Yes
